year,state,month,number,date,area,rain,wind,temp
2014,Roraima,jan,355,01/01/2014,,,,
2015,Roraima,jan,330,01/01/2015,,,,
2016,Roraima,jan,1.754,01/01/2016,,,,
2017,Roraima,jan,108,01/01/2017,,,,
1998,Roraima,feb,0,01/01/1998,,,,
1999,Roraima,feb,20,01/01/1999,,,,
2000,Roraima,feb,57,01/01/2000,,,,
2001,Roraima,feb,646,01/01/2001,,,,
2002,Roraima,feb,476,01/01/2002,,,,
2003,Roraima,feb,767,01/01/2003,,,,
2004,Roraima,feb,259,01/01/2004,,,,
2005,Roraima,feb,105,01/01/2005,,,,
2006,Roraima,feb,283,01/01/2006,,,,
2007,Roraima,feb,796,01/01/2007,,,,
2008,Roraima,feb,138,01/01/2008,,,,
2009,Roraima,feb,153,01/01/2009,,,,
2010,Roraima,feb,470,01/01/2010,,,,
2011,Roraima,feb,112,01/01/2011,,,,
2012,Roraima,feb,130,01/01/2012,,,,
2013,Roraima,feb,62,01/01/2013,,,,
2014,Roraima,feb,226,01/01/2014,,,,
2015,Roraima,feb,418,01/01/2015,,,,
2016,Roraima,feb,171,01/01/2016,,,,
2017,Roraima,feb,129,01/01/2017,,,,
1998,Roraima,mar,0,01/01/1998,,,,
1999,Roraima,mar,98,01/01/1999,,,,
2000,Roraima,mar,125,01/01/2000,,,,
2001,Roraima,mar,1.108,01/01/2001,,,,
2002,Roraima,mar,820,01/01/2002,,,,
2003,Roraima,mar,1.131,01/01/2003,,,,
2004,Roraima,mar,276,01/01/2004,,,,
2005,Roraima,mar,244,01/01/2005,,,,
2006,Roraima,mar,385,01/01/2006,,,,
2007,Roraima,mar,665,01/01/2007,,,,
2008,Roraima,mar,422,01/01/2008,,,,
2009,Roraima,mar,176,01/01/2009,,,,
2010,Roraima,mar,417,01/01/2010,,,,
2011,Roraima,mar,91,01/01/2011,,,,
2012,Roraima,mar,99,01/01/2012,,,,
2013,Roraima,mar,179,01/01/2013,,,,
2014,Roraima,mar,494,01/01/2014,,,,
2015,Roraima,mar,163,01/01/2015,,,,
2016,Roraima,mar,1.081,01/01/2016,,,,
2017,Roraima,mar,216,01/01/2017,,,,
1998,Roraima,apr,0,01/01/1998,,,,
1999,Roraima,apr,16,01/01/1999,,,,
2000,Roraima,apr,0,01/01/2000,,,,
2001,Roraima,apr,380,01/01/2001,,,,
2002,Roraima,apr,41,01/01/2002,,,,
2003,Roraima,apr,268,01/01/2003,,,,
2004,Roraima,apr,182,01/01/2004,,,,
2005,Roraima,apr,22,01/01/2005,,,,
2006,Roraima,apr,201,01/01/2006,,,,
2007,Roraima,apr,58,01/01/2007,,,,
2008,Roraima,apr,175,01/01/2008,,,,
2009,Roraima,apr,115,01/01/2009,,,,
2010,Roraima,apr,15,01/01/2010,,,,
2011,Roraima,apr,108,01/01/2011,,,,
2012,Roraima,apr,25,01/01/2012,,,,
2013,Roraima,apr,87,01/01/2013,,,,
2014,Roraima,apr,162,01/01/2014,,,,
2015,Roraima,apr,278,01/01/2015,,,,
2016,Roraima,apr,126,01/01/2016,,,,
2017,Roraima,apr,51,01/01/2017,,,,
1998,Roraima,may,0,01/01/1998,,,,
1999,Roraima,may,0,01/01/1999,,,,
2000,Roraima,may,7,01/01/2000,,,,
2001,Roraima,may,9,01/01/2001,,,,
2002,Roraima,may,0,01/01/2002,,,,
2003,Roraima,may,0,01/01/2003,,,,
2004,Roraima,may,2,01/01/2004,,,,
2005,Roraima,may,1,01/01/2005,,,,
2006,Roraima,may,0,01/01/2006,,,,
2007,Roraima,may,0,01/01/2007,,,,
2008,Roraima,may,8,01/01/2008,,,,
2009,Roraima,may,219,01/01/2009,,,,
2010,Roraima,may,3,01/01/2010,,,,
2011,Roraima,may,4,01/01/2011,,,,
2012,Roraima,may,18,01/01/2012,,,,
2013,Roraima,may,4,01/01/2013,,,,
2014,Roraima,may,58,01/01/2014,,,,
2015,Roraima,may,12,01/01/2015,,,,
2016,Roraima,may,22,01/01/2016,,,,
2017,Roraima,may,29,01/01/2017,,,,
1998,Roraima,jun,0,01/01/1998,,,,
1999,Roraima,jun,3,01/01/1999,,,,
2000,Roraima,jun,0,01/01/2000,,,,
2001,Roraima,jun,1,01/01/2001,,,,
2002,Roraima,jun,0,01/01/2002,,,,
2003,Roraima,jun,0,01/01/2003,,,,
2004,Roraima,jun,6,01/01/2004,,,,
2005,Roraima,jun,5,01/01/2005,,,,
2006,Roraima,jun,0,01/01/2006,,,,
2007,Roraima,jun,1,01/01/2007,,,,
2008,Roraima,jun,0,01/01/2008,,,,
2009,Roraima,jun,16,01/01/2009,,,,
2010,Roraima,jun,0,01/01/2010,,,,
2011,Roraima,jun,6,01/01/2011,,,,
2012,Roraima,jun,22,01/01/2012,,,,
2013,Roraima,jun,6,01/01/2013,,,,
2014,Roraima,jun,4,01/01/2014,,,,
2015,Roraima,jun,3,01/01/2015,,,,
2016,Roraima,jun,7,01/01/2016,,,,
2017,Roraima,jun,4,01/01/2017,,,,
1998,Roraima,jul,1,01/01/1998,,,,
1999,Roraima,jul,4,01/01/1999,,,,
2000,Roraima,jul,0,01/01/2000,,,,
2001,Roraima,jul,1,01/01/2001,,,,
2002,Roraima,jul,7,01/01/2002,,,,
2003,Roraima,jul,0,01/01/2003,,,,
2004,Roraima,jul,2,01/01/2004,,,,
2005,Roraima,jul,2,01/01/2005,,,,
2006,Roraima,jul,0,01/01/2006,,,,
2007,Roraima,jul,3,01/01/2007,,,,
2008,Roraima,jul,0,01/01/2008,,,,
2009,Roraima,jul,18,01/01/2009,,,,
2010,Roraima,jul,1,01/01/2010,,,,
2011,Roraima,jul,9,01/01/2011,,,,
2012,Roraima,jul,2,01/01/2012,,,,
2013,Roraima,jul,4,01/01/2013,,,,
2014,Roraima,jul,9,01/01/2014,,,,
2015,Roraima,jul,5,01/01/2015,,,,
2016,Roraima,jul,0,01/01/2016,,,,
2017,Roraima,jul,3,01/01/2017,,,,
1998,Roraima,aug,0,01/01/1998,,,,
1999,Roraima,aug,1,01/01/1999,,,,
2000,Roraima,aug,9,01/01/2000,,,,
2001,Roraima,aug,4,01/01/2001,,,,
2002,Roraima,aug,7,01/01/2002,,,,
2003,Roraima,aug,2,01/01/2003,,,,
2004,Roraima,aug,18,01/01/2004,,,,
2005,Roraima,aug,9,01/01/2005,,,,
2006,Roraima,aug,4,01/01/2006,,,,
2007,Roraima,aug,2,01/01/2007,,,,
2008,Roraima,aug,4,01/01/2008,,,,
2009,Roraima,aug,29,01/01/2009,,,,
2010,Roraima,aug,3,01/01/2010,,,,
2011,Roraima,aug,39,01/01/2011,,,,
2012,Roraima,aug,4,01/01/2012,,,,
2013,Roraima,aug,3,01/01/2013,,,,
2014,Roraima,aug,12,01/01/2014,,,,
2015,Roraima,aug,11,01/01/2015,,,,
2016,Roraima,aug,11,01/01/2016,,,,
2017,Roraima,aug,35,01/01/2017,,,,
1998,Roraima,sep,2,01/01/1998,,,,
1999,Roraima,sep,3,01/01/1999,,,,
2000,Roraima,sep,12,01/01/2000,,,,
2001,Roraima,sep,1,01/01/2001,,,,
2002,Roraima,sep,48,01/01/2002,,,,
2003,Roraima,sep,6,01/01/2003,,,,
2004,Roraima,sep,9,01/01/2004,,,,
2005,Roraima,sep,72,01/01/2005,,,,
2006,Roraima,sep,40,01/01/2006,,,,
2007,Roraima,sep,9,01/01/2007,,,,
2008,Roraima,sep,17,01/01/2008,,,,
2009,Roraima,sep,117,01/01/2009,,,,
2010,Roraima,sep,18,01/01/2010,,,,
2011,Roraima,sep,53,01/01/2011,,,,
2012,Roraima,sep,67,01/01/2012,,,,
2013,Roraima,sep,18,01/01/2013,,,,
2014,Roraima,sep,67,01/01/2014,,,,
2015,Roraima,sep,77,01/01/2015,,,,
2016,Roraima,sep,19,01/01/2016,,,,
2017,Roraima,sep,43,01/01/2017,,,,
1998,Roraima,oct,1,01/01/1998,,,,
1999,Roraima,oct,10,01/01/1999,,,,
2000,Roraima,oct,25,01/01/2000,,,,
2001,Roraima,oct,13,01/01/2001,,,,
2002,Roraima,oct,191,01/01/2002,,,,
2003,Roraima,oct,14,01/01/2003,,,,
2004,Roraima,oct,53,01/01/2004,,,,
2005,Roraima,oct,88,01/01/2005,,,,
2006,Roraima,oct,135,01/01/2006,,,,
2007,Roraima,oct,15,01/01/2007,,,,
2008,Roraima,oct,78,01/01/2008,,,,
2009,Roraima,oct,197,01/01/2009,,,,
2010,Roraima,oct,64,01/01/2010,,,,
2011,Roraima,oct,65,01/01/2011,,,,
2012,Roraima,oct,152,01/01/2012,,,,
2013,Roraima,oct,63,01/01/2013,,,,
2014,Roraima,oct,61,01/01/2014,,,,
2015,Roraima,oct,181,01/01/2015,,,,
2016,Roraima,oct,101,01/01/2016,,,,
2017,Roraima,oct,156,01/01/2017,,,,
1998,Roraima,nov,1,01/01/1998,,,,
1999,Roraima,nov,15,01/01/1999,,,,
2000,Roraima,nov,32,01/01/2000,,,,
2001,Roraima,nov,76,01/01/2001,,,,
2002,Roraima,nov,133,01/01/2002,,,,
2003,Roraima,nov,27,01/01/2003,,,,
2004,Roraima,nov,135,01/01/2004,,,,
2005,Roraima,nov,135,01/01/2005,,,,
2006,Roraima,nov,26,01/01/2006,,,,
2007,Roraima,nov,112,01/01/2007,,,,
2008,Roraima,nov,39,01/01/2008,,,,
2009,Roraima,nov,312,01/01/2009,,,,
2010,Roraima,nov,27,01/01/2010,,,,
2011,Roraima,nov,121,01/01/2011,,,,
2012,Roraima,nov,187,01/01/2012,,,,
2013,Roraima,nov,106,01/01/2013,,,,
2014,Roraima,nov,143,01/01/2014,,,,
2015,Roraima,nov,280,01/01/2015,,,,
2016,Roraima,nov,71,01/01/2016,,,,
2017,Roraima,nov,327,01/01/2017,,,,
1998,Roraima,dec,16,01/01/1998,,,,
1999,Roraima,dec,35,01/01/1999,,,,
2000,Roraima,dec,77,01/01/2000,,,,
2001,Roraima,dec,76,01/01/2001,,,,
2002,Roraima,dec,199,01/01/2002,,,,
2003,Roraima,dec,157,01/01/2003,,,,
2004,Roraima,dec,160,01/01/2004,,,,
2005,Roraima,dec,71,01/01/2005,,,,
2006,Roraima,dec,101,01/01/2006,,,,
2007,Roraima,dec,8,01/01/2007,,,,
2008,Roraima,dec,5,01/01/2008,,,,
2009,Roraima,dec,290,01/01/2009,,,,
2010,Roraima,dec,73,01/01/2010,,,,
2011,Roraima,dec,249,01/01/2011,,,,
2012,Roraima,dec,78,01/01/2012,,,,
2013,Roraima,dec,65,01/01/2013,,,,
2014,Roraima,dec,277,01/01/2014,,,,
2015,Roraima,dec,304,01/01/2015,,,,
2016,Roraima,dec,136,01/01/2016,,,,
1998,Santa Catarina,jan,0,01/01/1998,,,,
1999,Santa Catarina,jan,11,01/01/1999,,,,
2000,Santa Catarina,jan,14,01/01/2000,,,,
2001,Santa Catarina,jan,11,01/01/2001,,,,
2002,Santa Catarina,jan,22,01/01/2002,,,,
2003,Santa Catarina,jan,45,01/01/2003,,,,
2004,Santa Catarina,jan,37,01/01/2004,,,,
2005,Santa Catarina,jan,46,01/01/2005,,,,
2006,Santa Catarina,jan,41,01/01/2006,,,,
2007,Santa Catarina,jan,9,01/01/2007,,,,
2008,Santa Catarina,jan,25,01/01/2008,,,,
2009,Santa Catarina,jan,21,01/01/2009,,,,
2010,Santa Catarina,jan,2,01/01/2010,,,,
2011,Santa Catarina,jan,9,01/01/2011,,,,
2012,Santa Catarina,jan,14,01/01/2012,,,,
2013,Santa Catarina,jan,18,01/01/2013,,,,
2014,Santa Catarina,jan,58,01/01/2014,,,,
2015,Santa Catarina,jan,28,01/01/2015,,,,
2016,Santa Catarina,jan,53,01/01/2016,,,,
2017,Santa Catarina,jan,46,01/01/2017,,,,
1998,Santa Catarina,feb,0,01/01/1998,,,,
1999,Santa Catarina,feb,2,01/01/1999,,,,
2000,Santa Catarina,feb,8,01/01/2000,,,,
2001,Santa Catarina,feb,0,01/01/2001,,,,
2002,Santa Catarina,feb,5,01/01/2002,,,,
2003,Santa Catarina,feb,43,01/01/2003,,,,
2004,Santa Catarina,feb,29,01/01/2004,,,,
2005,Santa Catarina,feb,46,01/01/2005,,,,
2006,Santa Catarina,feb,18,01/01/2006,,,,
2007,Santa Catarina,feb,14,01/01/2007,,,,
2008,Santa Catarina,feb,29,01/01/2008,,,,
2009,Santa Catarina,feb,7,01/01/2009,,,,
2010,Santa Catarina,feb,15,01/01/2010,,,,
2011,Santa Catarina,feb,1,01/01/2011,,,,
2012,Santa Catarina,feb,13,01/01/2012,,,,
2013,Santa Catarina,feb,12,01/01/2013,,,,
2014,Santa Catarina,feb,27,01/01/2014,,,,
2015,Santa Catarina,feb,23,01/01/2015,,,,
2016,Santa Catarina,feb,10,01/01/2016,,,,
2017,Santa Catarina,feb,31,01/01/2017,,,,
1998,Santa Catarina,mar,0,01/01/1998,,,,
1999,Santa Catarina,mar,7,01/01/1999,,,,
2000,Santa Catarina,mar,46,01/01/2000,,,,
2001,Santa Catarina,mar,1,01/01/2001,,,,
2002,Santa Catarina,mar,12,01/01/2002,,,,
2003,Santa Catarina,mar,58,01/01/2003,,,,
2004,Santa Catarina,mar,73,01/01/2004,,,,
2005,Santa Catarina,mar,92,01/01/2005,,,,
2006,Santa Catarina,mar,48,01/01/2006,,,,
2007,Santa Catarina,mar,23,01/01/2007,,,,
2008,Santa Catarina,mar,14,01/01/2008,,,,
2009,Santa Catarina,mar,33,01/01/2009,,,,
2010,Santa Catarina,mar,9,01/01/2010,,,,
2011,Santa Catarina,mar,8,01/01/2011,,,,
2012,Santa Catarina,mar,65,01/01/2012,,,,
2013,Santa Catarina,mar,14,01/01/2013,,,,
2014,Santa Catarina,mar,15,01/01/2014,,,,
2015,Santa Catarina,mar,37,01/01/2015,,,,
2016,Santa Catarina,mar,21,01/01/2016,,,,
2017,Santa Catarina,mar,12,01/01/2017,,,,
1998,Santa Catarina,apr,0,01/01/1998,,,,
1999,Santa Catarina,apr,0,01/01/1999,,,,
2000,Santa Catarina,apr,7,01/01/2000,,,,
2001,Santa Catarina,apr,1,01/01/2001,,,,
2002,Santa Catarina,apr,7,01/01/2002,,,,
2003,Santa Catarina,apr,120,01/01/2003,,,,
2004,Santa Catarina,apr,59,01/01/2004,,,,
2005,Santa Catarina,apr,25,01/01/2005,,,,
2006,Santa Catarina,apr,30,01/01/2006,,,,
2007,Santa Catarina,apr,2,01/01/2007,,,,
2008,Santa Catarina,apr,31,01/01/2008,,,,
2009,Santa Catarina,apr,57,01/01/2009,,,,
2010,Santa Catarina,apr,19,01/01/2010,,,,
2011,Santa Catarina,apr,5,01/01/2011,,,,
2012,Santa Catarina,apr,40,01/01/2012,,,,
2013,Santa Catarina,apr,46,01/01/2013,,,,
2014,Santa Catarina,apr,34,01/01/2014,,,,
2015,Santa Catarina,apr,32,01/01/2015,,,,
2016,Santa Catarina,apr,36,01/01/2016,,,,
2017,Santa Catarina,apr,26,01/01/2017,,,,
1998,Santa Catarina,may,0,01/01/1998,,,,
1999,Santa Catarina,may,1,01/01/1999,,,,
2000,Santa Catarina,may,0,01/01/2000,,,,
2001,Santa Catarina,may,2,01/01/2001,,,,
2002,Santa Catarina,may,3,01/01/2002,,,,
2003,Santa Catarina,may,84,01/01/2003,,,,
2004,Santa Catarina,may,2,01/01/2004,,,,
2005,Santa Catarina,may,21,01/01/2005,,,,
2006,Santa Catarina,may,33,01/01/2006,,,,
2007,Santa Catarina,may,2,01/01/2007,,,,
2008,Santa Catarina,may,15,01/01/2008,,,,
2009,Santa Catarina,may,33,01/01/2009,,,,
2010,Santa Catarina,may,1,01/01/2010,,,,
2011,Santa Catarina,may,16,01/01/2011,,,,
2012,Santa Catarina,may,60,01/01/2012,,,,
2013,Santa Catarina,may,52,01/01/2013,,,,
2014,Santa Catarina,may,42,01/01/2014,,,,
2015,Santa Catarina,may,70,01/01/2015,,,,
2016,Santa Catarina,may,26,01/01/2016,,,,
2017,Santa Catarina,may,36,01/01/2017,,,,
1998,Santa Catarina,jun,2,01/01/1998,,,,
1999,Santa Catarina,jun,0,01/01/1999,,,,
2000,Santa Catarina,jun,2,01/01/2000,,,,
2001,Santa Catarina,jun,1,01/01/2001,,,,
2002,Santa Catarina,jun,0,01/01/2002,,,,
2003,Santa Catarina,jun,68,01/01/2003,,,,
2004,Santa Catarina,jun,127,01/01/2004,,,,
2005,Santa Catarina,jun,58,01/01/2005,,,,
2006,Santa Catarina,jun,32,01/01/2006,,,,
2007,Santa Catarina,jun,11,01/01/2007,,,,
2008,Santa Catarina,jun,2,01/01/2008,,,,
2009,Santa Catarina,jun,14,01/01/2009,,,,
2010,Santa Catarina,jun,1,01/01/2010,,,,
2011,Santa Catarina,jun,26,01/01/2011,,,,
2012,Santa Catarina,jun,42,01/01/2012,,,,
2013,Santa Catarina,jun,31,01/01/2013,,,,
2014,Santa Catarina,jun,3,01/01/2014,,,,
2015,Santa Catarina,jun,104,01/01/2015,,,,
2016,Santa Catarina,jun,79,01/01/2016,,,,
2017,Santa Catarina,jun,70,01/01/2017,,,,
1998,Santa Catarina,jul,0,01/01/1998,,,,
1999,Santa Catarina,jul,2,01/01/1999,,,,
2000,Santa Catarina,jul,21,01/01/2000,,,,
2001,Santa Catarina,jul,5,01/01/2001,,,,
2002,Santa Catarina,jul,82,01/01/2002,,,,
2003,Santa Catarina,jul,43,01/01/2003,,,,
2004,Santa Catarina,jul,94,01/01/2004,,,,
2005,Santa Catarina,jul,90,01/01/2005,,,,
2006,Santa Catarina,jul,74,01/01/2006,,,,
2007,Santa Catarina,jul,12,01/01/2007,,,,
2008,Santa Catarina,jul,46,01/01/2008,,,,
2009,Santa Catarina,jul,26,01/01/2009,,,,
2010,Santa Catarina,jul,31,01/01/2010,,,,
2011,Santa Catarina,jul,31,01/01/2011,,,,
2012,Santa Catarina,jul,42,01/01/2012,,,,
2013,Santa Catarina,jul,69,01/01/2013,,,,
2014,Santa Catarina,jul,82,01/01/2014,,,,
2015,Santa Catarina,jul,45,01/01/2015,,,,
2016,Santa Catarina,jul,480,01/01/2016,,,,
2017,Santa Catarina,jul,591,01/01/2017,,,,
1998,Santa Catarina,aug,0,01/01/1998,,,,
1999,Santa Catarina,aug,51,01/01/1999,,,,
2000,Santa Catarina,aug,69,01/01/2000,,,,
2001,Santa Catarina,aug,24,01/01/2001,,,,
2002,Santa Catarina,aug,702,01/01/2002,,,,
2003,Santa Catarina,aug,1.513,01/01/2003,,,,
2004,Santa Catarina,aug,728,01/01/2004,,,,
2005,Santa Catarina,aug,391,01/01/2005,,,,
2006,Santa Catarina,aug,728,01/01/2006,,,,
2007,Santa Catarina,aug,462,01/01/2007,,,,
2008,Santa Catarina,aug,51,01/01/2008,,,,
2009,Santa Catarina,aug,759,01/01/2009,,,,
2010,Santa Catarina,aug,511,01/01/2010,,,,
2011,Santa Catarina,aug,175,01/01/2011,,,,
2012,Santa Catarina,aug,398,01/01/2012,,,,
2013,Santa Catarina,aug,236,01/01/2013,,,,
2014,Santa Catarina,aug,459,01/01/2014,,,,
2015,Santa Catarina,aug,379,01/01/2015,,,,
2016,Santa Catarina,aug,765,01/01/2016,,,,
2017,Santa Catarina,aug,713,01/01/2017,,,,
1998,Santa Catarina,sep,6,01/01/1998,,,,
1999,Santa Catarina,sep,101,01/01/1999,,,,
2000,Santa Catarina,sep,36,01/01/2000,,,,
2001,Santa Catarina,sep,18,01/01/2001,,,,
2002,Santa Catarina,sep,416,01/01/2002,,,,
2003,Santa Catarina,sep,1.339,01/01/2003,,,,
2004,Santa Catarina,sep,755,01/01/2004,,,,
2005,Santa Catarina,sep,116,01/01/2005,,,,
2006,Santa Catarina,sep,530,01/01/2006,,,,
2007,Santa Catarina,sep,617,01/01/2007,,,,
2008,Santa Catarina,sep,233,01/01/2008,,,,
2009,Santa Catarina,sep,47,01/01/2009,,,,
2010,Santa Catarina,sep,198,01/01/2010,,,,
2011,Santa Catarina,sep,450,01/01/2011,,,,
2012,Santa Catarina,sep,188,01/01/2012,,,,
2013,Santa Catarina,sep,303,01/01/2013,,,,
2014,Santa Catarina,sep,208,01/01/2014,,,,
2015,Santa Catarina,sep,156,01/01/2015,,,,
2016,Santa Catarina,sep,644,01/01/2016,,,,
2017,Santa Catarina,sep,626,01/01/2017,,,,
1998,Santa Catarina,oct,4,01/01/1998,,,,
1999,Santa Catarina,oct,16,01/01/1999,,,,
2000,Santa Catarina,oct,55,01/01/2000,,,,
2001,Santa Catarina,oct,26,01/01/2001,,,,
2002,Santa Catarina,oct,42,01/01/2002,,,,
2003,Santa Catarina,oct,669,01/01/2003,,,,
2004,Santa Catarina,oct,704,01/01/2004,,,,
2005,Santa Catarina,oct,197,01/01/2005,,,,
2006,Santa Catarina,oct,269,01/01/2006,,,,
2007,Santa Catarina,oct,35,01/01/2007,,,,
2008,Santa Catarina,oct,56,01/01/2008,,,,
2009,Santa Catarina,oct,252,01/01/2009,,,,
2010,Santa Catarina,oct,76,01/01/2010,,,,
2011,Santa Catarina,oct,102,01/01/2011,,,,
2012,Santa Catarina,oct,34,01/01/2012,,,,
2013,Santa Catarina,oct,107,01/01/2013,,,,
2014,Santa Catarina,oct,122,01/01/2014,,,,
2015,Santa Catarina,oct,21,01/01/2015,,,,
2016,Santa Catarina,oct,56,01/01/2016,,,,
2017,Santa Catarina,oct,51,01/01/2017,,,,
1998,Santa Catarina,nov,21,01/01/1998,,,,
1999,Santa Catarina,nov,84,01/01/1999,,,,
2000,Santa Catarina,nov,19,01/01/2000,,,,
2001,Santa Catarina,nov,66,01/01/2001,,,,
2002,Santa Catarina,nov,348,01/01/2002,,,,
2003,Santa Catarina,nov,347,01/01/2003,,,,
2004,Santa Catarina,nov,279,01/01/2004,,,,
2005,Santa Catarina,nov,384,01/01/2005,,,,
2006,Santa Catarina,nov,45,01/01/2006,,,,
2007,Santa Catarina,nov,26,01/01/2007,,,,
2008,Santa Catarina,nov,16,01/01/2008,,,,
2009,Santa Catarina,nov,61,01/01/2009,,,,
2010,Santa Catarina,nov,88,01/01/2010,,,,
2011,Santa Catarina,nov,79,01/01/2011,,,,
2012,Santa Catarina,nov,72,01/01/2012,,,,
2013,Santa Catarina,nov,84,01/01/2013,,,,
2014,Santa Catarina,nov,43,01/01/2014,,,,
2015,Santa Catarina,nov,9,01/01/2015,,,,
2016,Santa Catarina,nov,156,01/01/2016,,,,
2017,Santa Catarina,nov,152,01/01/2017,,,,
1998,Santa Catarina,dec,26,01/01/1998,,,,
1999,Santa Catarina,dec,89,01/01/1999,,,,
2000,Santa Catarina,dec,29,01/01/2000,,,,
2001,Santa Catarina,dec,45,01/01/2001,,,,
2002,Santa Catarina,dec,76,01/01/2002,,,,
2003,Santa Catarina,dec,129,01/01/2003,,,,
2004,Santa Catarina,dec,68,01/01/2004,,,,
2005,Santa Catarina,dec,17,01/01/2005,,,,
2006,Santa Catarina,dec,7,01/01/2006,,,,
2007,Santa Catarina,dec,17,01/01/2007,,,,
2008,Santa Catarina,dec,29,01/01/2008,,,,
2009,Santa Catarina,dec,20,01/01/2009,,,,
2010,Santa Catarina,dec,23,01/01/2010,,,,
2011,Santa Catarina,dec,24,01/01/2011,,,,
2012,Santa Catarina,dec,32,01/01/2012,,,,
2013,Santa Catarina,dec,74,01/01/2013,,,,
2014,Santa Catarina,dec,45,01/01/2014,,,,
2015,Santa Catarina,dec,19,01/01/2015,,,,
2016,Santa Catarina,dec,20,01/01/2016,,,,
1998,Sao Paulo,jan,0,01/01/1998,,,,
1999,Sao Paulo,jan,7,01/01/1999,,,,
2000,Sao Paulo,jan,36,01/01/2000,,,,
2001,Sao Paulo,jan,26,01/01/2001,,,,
2002,Sao Paulo,jan,19,01/01/2002,,,,
2003,Sao Paulo,jan,59,01/01/2003,,,,
2004,Sao Paulo,jan,37,01/01/2004,,,,
2005,Sao Paulo,jan,26,01/01/2005,,,,
2006,Sao Paulo,jan,76,01/01/2006,,,,
2007,Sao Paulo,jan,14,01/01/2007,,,,
2008,Sao Paulo,jan,34,01/01/2008,,,,
2009,Sao Paulo,jan,12,01/01/2009,,,,
2010,Sao Paulo,jan,45,01/01/2010,,,,
2011,Sao Paulo,jan,75,01/01/2011,,,,
2012,Sao Paulo,jan,38,01/01/2012,,,,
2013,Sao Paulo,jan,36,01/01/2013,,,,
2014,Sao Paulo,jan,99,01/01/2014,,,,
2015,Sao Paulo,jan,120,01/01/2015,,,,
2016,Sao Paulo,jan,85,01/01/2016,,,,
2017,Sao Paulo,jan,28,01/01/2017,,,,
1998,Sao Paulo,feb,0,01/01/1998,,,,
1999,Sao Paulo,feb,47,01/01/1999,,,,
2000,Sao Paulo,feb,25,01/01/2000,,,,
2001,Sao Paulo,feb,25,01/01/2001,,,,
2002,Sao Paulo,feb,19,01/01/2002,,,,
2003,Sao Paulo,feb,137,01/01/2003,,,,
2004,Sao Paulo,feb,41,01/01/2004,,,,
2005,Sao Paulo,feb,78,01/01/2005,,,,
2006,Sao Paulo,feb,59,01/01/2006,,,,
2007,Sao Paulo,feb,96,01/01/2007,,,,
2008,Sao Paulo,feb,30,01/01/2008,,,,
2009,Sao Paulo,feb,65,01/01/2009,,,,
2010,Sao Paulo,feb,152,01/01/2010,,,,
2011,Sao Paulo,feb,73,01/01/2011,,,,
2012,Sao Paulo,feb,81,01/01/2012,,,,
2013,Sao Paulo,feb,100,01/01/2013,,,,
2014,Sao Paulo,feb,112,01/01/2014,,,,
2015,Sao Paulo,feb,69,01/01/2015,,,,
2016,Sao Paulo,feb,188,01/01/2016,,,,
2017,Sao Paulo,feb,107,01/01/2017,,,,
1998,Sao Paulo,mar,0,01/01/1998,,,,
1999,Sao Paulo,mar,78,01/01/1999,,,,
2000,Sao Paulo,mar,26,01/01/2000,,,,
2001,Sao Paulo,mar,35,01/01/2001,,,,
2002,Sao Paulo,mar,111,01/01/2002,,,,
2003,Sao Paulo,mar,86,01/01/2003,,,,
2004,Sao Paulo,mar,73,01/01/2004,,,,
2005,Sao Paulo,mar,73,01/01/2005,,,,
2006,Sao Paulo,mar,106,01/01/2006,,,,
2007,Sao Paulo,mar,152,01/01/2007,,,,
2008,Sao Paulo,mar,72,01/01/2008,,,,
2009,Sao Paulo,mar,55,01/01/2009,,,,
2010,Sao Paulo,mar,111,01/01/2010,,,,
2011,Sao Paulo,mar,45,01/01/2011,,,,
2012,Sao Paulo,mar,99,01/01/2012,,,,
2013,Sao Paulo,mar,57,01/01/2013,,,,
2014,Sao Paulo,mar,75,01/01/2014,,,,
2015,Sao Paulo,mar,68,01/01/2015,,,,
2016,Sao Paulo,mar,82,01/01/2016,,,,
2017,Sao Paulo,mar,103,01/01/2017,,,,
1998,Sao Paulo,apr,0,01/01/1998,,,,
1999,Sao Paulo,apr,291,01/01/1999,,,,
2000,Sao Paulo,apr,102,01/01/2000,,,,
2001,Sao Paulo,apr,61,01/01/2001,,,,
2002,Sao Paulo,apr,178,01/01/2002,,,,
2003,Sao Paulo,apr,106,01/01/2003,,,,
2004,Sao Paulo,apr,36,01/01/2004,,,,
2005,Sao Paulo,apr,62,01/01/2005,,,,
2006,Sao Paulo,apr,63,01/01/2006,,,,
2007,Sao Paulo,apr,44,01/01/2007,,,,
2008,Sao Paulo,apr,84,01/01/2008,,,,
2009,Sao Paulo,apr,67,01/01/2009,,,,
2010,Sao Paulo,apr,91,01/01/2010,,,,
2011,Sao Paulo,apr,52,01/01/2011,,,,
2012,Sao Paulo,apr,82,01/01/2012,,,,
2013,Sao Paulo,apr,103,01/01/2013,,,,
2014,Sao Paulo,apr,103,01/01/2014,,,,
2015,Sao Paulo,apr,76,01/01/2015,,,,
2016,Sao Paulo,apr,307,01/01/2016,,,,
2017,Sao Paulo,apr,41,01/01/2017,,,,
1998,Sao Paulo,may,0,01/01/1998,,,,
